Prompts_with_Context,labels,responses
"Given the following:
Nitrogen Content: 30.0, Phosphorous Content: 37.0, Potassium Content: 25.0, Temperature: 29.89129144, Humidity: 80.14487166, pH: 7.120032489, Rainfall: 54.7960127, Plant mungbean
Nitrogen Content: 30.0, Phosphorous Content: 17.0, Potassium Content: 31.0, Temperature: 31.20478173, Humidity: 54.49960506, pH: 6.804437106, Rainfall: 94.62954663, Plant mango
Nitrogen Content: 30.0, Phosphorous Content: 122.0, Potassium Content: 197.0, Temperature: 21.37784654, Humidity: 92.72043743, pH: 5.573241391, Rainfall: 106.1417017, Plant apple
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 30.0, Phosphorous Content: 13.0, Potassium Content: 25.0, Temperature: 27.15116142, Humidity: 91.48889469, pH: 6.413184638, Rainfall: 164.9182225
Provide a one word answer.",coconut,  Mungbean
"Given the following:
Nitrogen Content: 40.0, Phosphorous Content: 132.0, Potassium Content: 202.0, Temperature: 24.57558351, Humidity: 80.70695797, pH: 5.971813006, Rainfall: 69.706113, Plant grapes
Nitrogen Content: 40.0, Phosphorous Content: 136.0, Potassium Content: 202.0, Temperature: 22.85267372, Humidity: 94.5764581, pH: 5.935336308, Rainfall: 117.5314026, Plant apple
Nitrogen Content: 40.0, Phosphorous Content: 63.0, Potassium Content: 18.0, Temperature: 30.41588462, Humidity: 67.66323804, pH: 6.74441168, Rainfall: 63.02473185, Plant blackgram
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 40.0, Phosphorous Content: 143.0, Potassium Content: 201.0, Temperature: 24.97256132, Humidity: 82.72828653, pH: 6.476757723, Rainfall: 66.70016285
Provide a one word answer.",grapes,  Soybeans
"Given the following:
Nitrogen Content: 31.0, Phosphorous Content: 48.0, Potassium Content: 17.0, Temperature: 28.88078945, Humidity: 86.94206817, pH: 6.594739424, Rainfall: 53.79732545, Plant mungbean
Nitrogen Content: 31.0, Phosphorous Content: 68.0, Potassium Content: 45.0, Temperature: 42.92325255, Humidity: 90.07600528, pH: 6.938313356, Rainfall: 196.2408242, Plant papaya
Nitrogen Content: 31.0, Phosphorous Content: 36.0, Potassium Content: 29.0, Temperature: 33.93679864, Humidity: 52.72170281, pH: 6.460542749, Rainfall: 97.4611918, Plant mango
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 31.0, Phosphorous Content: 48.0, Potassium Content: 45.0, Temperature: 40.78881819, Humidity: 92.90951393, pH: 6.563134737, Rainfall: 132.7923586
Provide a one word answer.",papaya,  Mungbean
"Given the following:
Nitrogen Content: 122.0, Phosphorous Content: 48.0, Potassium Content: 16.0, Temperature: 24.65425757, Humidity: 75.6350708, pH: 6.307585854, Rainfall: 61.82980133, Plant cotton
Nitrogen Content: 119.0, Phosphorous Content: 7.0, Potassium Content: 55.0, Temperature: 26.03867719, Humidity: 84.6378378, pH: 6.031424482, Rainfall: 44.3993381, Plant watermelon
Nitrogen Content: 119.0, Phosphorous Content: 19.0, Potassium Content: 55.0, Temperature: 25.18780042, Humidity: 83.44621709, pH: 6.818261383, Rainfall: 46.87420883, Plant watermelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 122.0, Phosphorous Content: 59.0, Potassium Content: 18.0, Temperature: 23.5000992, Humidity: 83.63488952, pH: 6.219469084, Rainfall: 79.81328183
Provide a one word answer.",cotton,  Corn
"Given the following:
Nitrogen Content: 86.0, Phosphorous Content: 36.0, Potassium Content: 24.0, Temperature: 26.54986394, Humidity: 72.89187265, pH: 5.787268394, Rainfall: 73.33636055, Plant maize
Nitrogen Content: 86.0, Phosphorous Content: 15.0, Potassium Content: 47.0, Temperature: 24.04355803, Humidity: 84.18406764, pH: 6.423898762, Rainfall: 53.78929956, Plant watermelon
Nitrogen Content: 86.0, Phosphorous Content: 31.0, Potassium Content: 35.0, Temperature: 27.01207284, Humidity: 60.76645256, pH: 6.485761419, Rainfall: 191.4508931, Plant coffee
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 86.0, Phosphorous Content: 18.0, Potassium Content: 45.0, Temperature: 28.96586565, Humidity: 90.71832938, pH: 6.566759102, Rainfall: 22.25838137
Provide a one word answer.",muskmelon,  Coffee
"Given the following:
Nitrogen Content: 75.0, Phosphorous Content: 49.0, Potassium Content: 15.0, Temperature: 21.53574127, Humidity: 71.50905983, pH: 5.918263801, Rainfall: 102.4852929, Plant maize
Nitrogen Content: 75.0, Phosphorous Content: 54.0, Potassium Content: 36.0, Temperature: 26.29465461, Humidity: 84.56919326, pH: 7.023936392, Rainfall: 257.4914906, Plant rice
Nitrogen Content: 58.0, Phosphorous Content: 70.0, Potassium Content: 84.0, Temperature: 20.6543203, Humidity: 16.60820843, pH: 6.231049028, Rainfall: 74.6631118, Plant chickpea
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 75.0, Phosphorous Content: 56.0, Potassium Content: 18.0, Temperature: 19.39851734, Humidity: 62.35750641, pH: 5.696205468, Rainfall: 60.95197486
Provide a one word answer.",maize,  Maize
"Given the following:
Nitrogen Content: 101.0, Phosphorous Content: 75.0, Potassium Content: 50.0, Temperature: 26.59386409, Humidity: 81.40740301, pH: 6.242528278, Rainfall: 109.9825551, Plant banana
Nitrogen Content: 98.0, Phosphorous Content: 53.0, Potassium Content: 38.0, Temperature: 20.26707606, Humidity: 81.63895217, pH: 5.01450727, Rainfall: 270.4417274, Plant rice
Nitrogen Content: 101.0, Phosphorous Content: 13.0, Potassium Content: 54.0, Temperature: 25.42900869, Humidity: 82.91481799, pH: 6.828982708, Rainfall: 56.34144589, Plant watermelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 101.0, Phosphorous Content: 92.0, Potassium Content: 45.0, Temperature: 28.22776705, Humidity: 80.6430384, pH: 5.758054257, Rainfall: 98.00403016
Provide a one word answer.",banana,  Banana
"Given the following:
Nitrogen Content: 6.0, Phosphorous Content: 124.0, Potassium Content: 200.0, Temperature: 22.98208095, Humidity: 93.84505029, pH: 5.971332179, Rainfall: 109.5852253, Plant apple
Nitrogen Content: 6.0, Phosphorous Content: 125.0, Potassium Content: 204.0, Temperature: 27.92004934, Humidity: 82.93262435, pH: 5.733539807, Rainfall: 69.92092839, Plant grapes
Nitrogen Content: 6.0, Phosphorous Content: 140.0, Potassium Content: 205.0, Temperature: 17.66558428, Humidity: 82.92903419, pH: 6.313085601, Rainfall: 69.8671263, Plant grapes
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 6.0, Phosphorous Content: 139.0, Potassium Content: 199.0, Temperature: 25.67385024, Humidity: 81.6212135, pH: 6.29099842, Rainfall: 74.10919422
Provide a one word answer.",grapes,  Grapes
"Given the following:
Nitrogen Content: 31.0, Phosphorous Content: 6.0, Potassium Content: 26.0, Temperature: 29.12859129, Humidity: 91.30924833, pH: 5.741367375, Rainfall: 157.2388553, Plant coconut
Nitrogen Content: 31.0, Phosphorous Content: 137.0, Potassium Content: 196.0, Temperature: 22.14464104, Humidity: 93.82567435, pH: 6.400321212, Rainfall: 120.6310784, Plant apple
Nitrogen Content: 31.0, Phosphorous Content: 68.0, Potassium Content: 45.0, Temperature: 42.92325255, Humidity: 90.07600528, pH: 6.938313356, Rainfall: 196.2408242, Plant papaya
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 31.0, Phosphorous Content: 13.0, Potassium Content: 33.0, Temperature: 29.69952329, Humidity: 95.21224392, pH: 6.342463714, Rainfall: 148.3003692
Provide a one word answer.",coconut,  Papaya
"Given the following:
Nitrogen Content: 26.0, Phosphorous Content: 18.0, Potassium Content: 42.0, Temperature: 19.72620525, Humidity: 89.64934166, pH: 6.910374919, Rainfall: 108.2287276, Plant pomegranate
Nitrogen Content: 26.0, Phosphorous Content: 24.0, Potassium Content: 34.0, Temperature: 31.27180992, Humidity: 52.23810152, pH: 6.811291098, Rainfall: 89.74409017, Plant mango
Nitrogen Content: 26.0, Phosphorous Content: 15.0, Potassium Content: 6.0, Temperature: 17.22034507, Humidity: 94.78797376, pH: 6.912033409, Rainfall: 108.0054343, Plant orange
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 26.0, Phosphorous Content: 18.0, Potassium Content: 30.0, Temperature: 32.06097197, Humidity: 51.08494181, pH: 6.336234624, Rainfall: 96.59816497
Provide a one word answer.",mango,  Orange
"Given the following:
Nitrogen Content: 93.0, Phosphorous Content: 47.0, Potassium Content: 37.0, Temperature: 21.53346343, Humidity: 82.14004101, pH: 6.500343222, Rainfall: 295.9248796, Plant rice
Nitrogen Content: 93.0, Phosphorous Content: 83.0, Potassium Content: 46.0, Temperature: 29.38254012, Humidity: 83.50423735, pH: 5.765308943, Rainfall: 109.2486647, Plant banana
Nitrogen Content: 93.0, Phosphorous Content: 91.0, Potassium Content: 47.0, Temperature: 27.84767901, Humidity: 83.31110751, pH: 6.101241579, Rainfall: 117.2878912, Plant banana
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 93.0, Phosphorous Content: 43.0, Potassium Content: 38.0, Temperature: 23.61475336, Humidity: 86.14290267, pH: 6.987332927, Rainfall: 150.2355238
Provide a one word answer.",jute,  Banana
"Given the following:
Nitrogen Content: 120.0, Phosphorous Content: 20.0, Potassium Content: 45.0, Temperature: 25.66576039, Humidity: 88.6984228, pH: 6.114128685, Rainfall: 54.22722466, Plant watermelon
Nitrogen Content: 120.0, Phosphorous Content: 20.0, Potassium Content: 34.0, Temperature: 23.56960509, Humidity: 50.56339727, pH: 6.906124587, Rainfall: 130.3797119, Plant coffee
Nitrogen Content: 120.0, Phosphorous Content: 24.0, Potassium Content: 47.0, Temperature: 26.98603693, Humidity: 89.4138489, pH: 6.260838965, Rainfall: 58.54876687, Plant watermelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 120.0, Phosphorous Content: 40.0, Potassium Content: 33.0, Temperature: 24.23850608, Humidity: 54.30329632, pH: 6.73410539, Rainfall: 115.1564012
Provide a one word answer.",coffee,  Watermelon
"Given the following:
Nitrogen Content: 2.0, Phosphorous Content: 56.0, Potassium Content: 23.0, Temperature: 26.65333029, Humidity: 59.79023382, pH: 7.550090941, Rainfall: 36.91852635, Plant mothbeans
Nitrogen Content: 3.0, Phosphorous Content: 28.0, Potassium Content: 33.0, Temperature: 30.33723921, Humidity: 48.88704844, pH: 5.755049971, Rainfall: 94.42850522, Plant mango
Nitrogen Content: 2.0, Phosphorous Content: 21.0, Potassium Content: 35.0, Temperature: 25.02887163, Humidity: 91.53720922, pH: 6.293662363, Rainfall: 179.8248944, Plant coconut
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 2.0, Phosphorous Content: 36.0, Potassium Content: 31.0, Temperature: 30.90225239, Humidity: 49.95955487, pH: 5.73171945, Rainfall: 91.77522598
Provide a one word answer.",mango,  Coconut
"Given the following:
Nitrogen Content: 49.0, Phosphorous Content: 61.0, Potassium Content: 45.0, Temperature: 32.76795887, Humidity: 94.57377401, pH: 6.764213299, Rainfall: 240.4795923, Plant papaya
Nitrogen Content: 49.0, Phosphorous Content: 68.0, Potassium Content: 22.0, Temperature: 28.56840626, Humidity: 61.53278622, pH: 7.127064207, Rainfall: 63.49726331, Plant blackgram
Nitrogen Content: 49.0, Phosphorous Content: 55.0, Potassium Content: 51.0, Temperature: 24.87212063, Humidity: 93.90560147, pH: 6.676578778, Rainfall: 135.1694525, Plant papaya
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 49.0, Phosphorous Content: 55.0, Potassium Content: 53.0, Temperature: 38.4418717, Humidity: 93.63739039, pH: 6.544029776, Rainfall: 77.71566883
Provide a one word answer.",papaya,  Papaya
"Given the following:
Nitrogen Content: 60.0, Phosphorous Content: 36.0, Potassium Content: 43.0, Temperature: 23.43121862, Humidity: 83.06310136, pH: 5.286203711, Rainfall: 219.9048349, Plant rice
Nitrogen Content: 60.0, Phosphorous Content: 49.0, Potassium Content: 44.0, Temperature: 20.77576147, Humidity: 84.49774397, pH: 6.244841491, Rainfall: 240.0810647, Plant rice
Nitrogen Content: 60.0, Phosphorous Content: 43.0, Potassium Content: 44.0, Temperature: 21.01944696, Humidity: 82.95221726, pH: 7.416245107, Rainfall: 298.4018471, Plant rice
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 60.0, Phosphorous Content: 55.0, Potassium Content: 45.0, Temperature: 21.40865769, Humidity: 83.3293191, pH: 5.935745417, Rainfall: 287.5766935
Provide a one word answer.",rice,  Rice
"Given the following:
Nitrogen Content: 37.0, Phosphorous Content: 30.0, Potassium Content: 34.0, Temperature: 27.53907547, Humidity: 53.63549533, pH: 6.797779227, Rainfall: 99.35408185, Plant mango
Nitrogen Content: 37.0, Phosphorous Content: 70.0, Potassium Content: 25.0, Temperature: 19.73136909, Humidity: 24.89487354, pH: 5.819403771, Rainfall: 84.06354115, Plant kidneybeans
Nitrogen Content: 37.0, Phosphorous Content: 36.0, Potassium Content: 26.0, Temperature: 32.89300162, Humidity: 52.61323969, pH: 4.650536197, Rainfall: 94.49161372, Plant mango
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 37.0, Phosphorous Content: 18.0, Potassium Content: 30.0, Temperature: 27.63551259, Humidity: 99.34854917, pH: 6.38488418, Rainfall: 157.9171537
Provide a one word answer.",coconut,  Mango
"Given the following:
Nitrogen Content: 28.0, Phosphorous Content: 72.0, Potassium Content: 84.0, Temperature: 18.72963144, Humidity: 19.18197264, pH: 6.481783043, Rainfall: 71.58010169, Plant chickpea
Nitrogen Content: 28.0, Phosphorous Content: 35.0, Potassium Content: 22.0, Temperature: 29.53037621, Humidity: 86.73346018, pH: 7.156563094, Rainfall: 59.87232071, Plant mungbean
Nitrogen Content: 28.0, Phosphorous Content: 69.0, Potassium Content: 16.0, Temperature: 29.77013109, Humidity: 66.29327012, pH: 6.547361618, Rainfall: 35.69674138, Plant lentil
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 28.0, Phosphorous Content: 70.0, Potassium Content: 21.0, Temperature: 25.39038396, Humidity: 60.4989659, pH: 7.437373666, Rainfall: 39.18374505
Provide a one word answer.",lentil,  Lentil
"Given the following:
Nitrogen Content: 99.0, Phosphorous Content: 57.0, Potassium Content: 38.0, Temperature: 24.80624984, Humidity: 82.09281674, pH: 6.356295568, Rainfall: 156.3616174, Plant jute
Nitrogen Content: 99.0, Phosphorous Content: 70.0, Potassium Content: 46.0, Temperature: 26.59580783, Humidity: 82.99556744, pH: 5.727469947, Rainfall: 100.5123341, Plant banana
Nitrogen Content: 99.0, Phosphorous Content: 56.0, Potassium Content: 17.0, Temperature: 24.10859207, Humidity: 73.13112261, pH: 6.234330356, Rainfall: 71.07562236, Plant maize
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 99.0, Phosphorous Content: 38.0, Potassium Content: 21.0, Temperature: 22.88330922, Humidity: 71.59722446, pH: 6.352471866, Rainfall: 67.72777298
Provide a one word answer.",maize,  Maize
"Given the following:
Nitrogen Content: 8.0, Phosphorous Content: 136.0, Potassium Content: 201.0, Temperature: 41.65602996, Humidity: 82.22118237, pH: 5.609255992, Rainfall: 74.19664838, Plant grapes
Nitrogen Content: 8.0, Phosphorous Content: 120.0, Potassium Content: 196.0, Temperature: 24.06679352, Humidity: 82.66396666, pH: 6.053662544, Rainfall: 69.81855775, Plant grapes
Nitrogen Content: 9.0, Phosphorous Content: 122.0, Potassium Content: 201.0, Temperature: 29.58748357, Humidity: 80.91934392, pH: 5.570290539, Rainfall: 68.06417307, Plant grapes
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 8.0, Phosphorous Content: 139.0, Potassium Content: 199.0, Temperature: 29.36947679, Humidity: 81.53996362, pH: 6.336426667, Rainfall: 66.13442813
Provide a one word answer.",grapes,  Grapes
"Given the following:
Nitrogen Content: 29.0, Phosphorous Content: 122.0, Potassium Content: 196.0, Temperature: 41.94865736, Humidity: 81.15595212, pH: 5.638328481, Rainfall: 73.06862952, Plant grapes
Nitrogen Content: 29.0, Phosphorous Content: 128.0, Potassium Content: 198.0, Temperature: 22.44075021, Humidity: 92.70785115, pH: 5.685062404, Rainfall: 121.4977331, Plant apple
Nitrogen Content: 29.0, Phosphorous Content: 144.0, Potassium Content: 204.0, Temperature: 22.43324518, Humidity: 92.48667725, pH: 5.800448951, Rainfall: 119.1025189, Plant apple
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 29.0, Phosphorous Content: 145.0, Potassium Content: 205.0, Temperature: 22.81227579, Humidity: 92.12992101, pH: 6.212302608, Rainfall: 109.3383552
Provide a one word answer.",apple,  Apple
"Given the following:
Nitrogen Content: 81.0, Phosphorous Content: 30.0, Potassium Content: 48.0, Temperature: 28.52379742, Humidity: 92.09688432, pH: 6.041027474, Rainfall: 29.86681385, Plant muskmelon
Nitrogen Content: 81.0, Phosphorous Content: 34.0, Potassium Content: 30.0, Temperature: 25.17787724, Humidity: 62.26244581, pH: 6.647765997, Rainfall: 135.0119649, Plant coffee
Nitrogen Content: 82.0, Phosphorous Content: 26.0, Potassium Content: 47.0, Temperature: 28.50416396, Humidity: 93.46806467, pH: 6.565312653, Rainfall: 24.20007242, Plant muskmelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 81.0, Phosphorous Content: 25.0, Potassium Content: 49.0, Temperature: 29.86895762, Humidity: 93.25103208, pH: 6.076459669, Rainfall: 26.26243014
Provide a one word answer.",muskmelon,  Muskmelon
"Given the following:
Nitrogen Content: 33.0, Phosphorous Content: 77.0, Potassium Content: 15.0, Temperature: 23.89736406, Humidity: 66.32102048, pH: 7.802212437, Rainfall: 40.74536757, Plant lentil
Nitrogen Content: 33.0, Phosphorous Content: 57.0, Potassium Content: 17.0, Temperature: 27.89636126, Humidity: 88.71782287, pH: 6.78415271, Rainfall: 57.79863368, Plant mungbean
Nitrogen Content: 33.0, Phosphorous Content: 47.0, Potassium Content: 17.0, Temperature: 24.86803974, Humidity: 48.27531965, pH: 8.621514073, Rainfall: 63.9187654, Plant mothbeans
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 33.0, Phosphorous Content: 77.0, Potassium Content: 21.0, Temperature: 30.32992227, Humidity: 65.62971858, pH: 7.01285529, Rainfall: 71.64631281
Provide a one word answer.",blackgram,  Soybeans
