Prompts_with_Context,Labels
"Given the following:
Nitrogen Content: 28.0, Phosphorous Content: 75.0, Potassium Content: 21.0, Temperature: 24.7741949, Humidity: 50.54621094, pH: 6.007508163, Rainfall: 114.2821387, Plant pigeonpeas
Nitrogen Content: 28.0, Phosphorous Content: 67.0, Potassium Content: 21.0, Temperature: 21.79792649, Humidity: 63.73086065, pH: 6.250994223, Rainfall: 46.62370222, Plant lentil
Nitrogen Content: 28.0, Phosphorous Content: 70.0, Potassium Content: 21.0, Temperature: 25.39038396, Humidity: 60.4989659, pH: 7.437373666, Rainfall: 39.18374505, Plant lentil
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 28.0, Phosphorous Content: 76.0, Potassium Content: 82.0, Temperature: 20.56601874, Humidity: 14.25803981, pH: 6.654425315, Rainfall: 83.75937135",chickpea
"Given the following:
Nitrogen Content: 25.0, Phosphorous Content: 71.0, Potassium Content: 24.0, Temperature: 28.49538735, Humidity: 60.44848407, pH: 7.187721818, Rainfall: 74.91559514, Plant blackgram
Nitrogen Content: 73.0, Phosphorous Content: 43.0, Potassium Content: 42.0, Temperature: 26.58361011, Humidity: 78.00774772, pH: 6.310699968, Rainfall: 154.8238864, Plant jute
Nitrogen Content: 73.0, Phosphorous Content: 45.0, Potassium Content: 37.0, Temperature: 23.70467146, Humidity: 74.63745355, pH: 6.742688094, Rainfall: 181.2783964, Plant jute
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 72.0, Phosphorous Content: 41.0, Potassium Content: 36.0, Temperature: 24.09874353, Humidity: 80.57226761, pH: 6.187746776, Rainfall: 176.8604109",jute
"Given the following:
Nitrogen Content: 87.0, Phosphorous Content: 25.0, Potassium Content: 46.0, Temperature: 27.42711692, Humidity: 90.02696201, pH: 6.379690748, Rainfall: 21.7508774, Plant muskmelon
Nitrogen Content: 87.0, Phosphorous Content: 54.0, Potassium Content: 20.0, Temperature: 25.61707368, Humidity: 63.4711755, pH: 6.576418207, Rainfall: 108.8303762, Plant maize
Nitrogen Content: 84.0, Phosphorous Content: 57.0, Potassium Content: 25.0, Temperature: 22.53510514, Humidity: 67.99257471, pH: 6.489040367, Rainfall: 64.40866039, Plant maize
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 87.0, Phosphorous Content: 48.0, Potassium Content: 25.0, Temperature: 18.65396672, Humidity: 61.37879671, pH: 6.656730008, Rainfall: 93.62039175",maize
"Given the following:
Nitrogen Content: 61.0, Phosphorous Content: 41.0, Potassium Content: 35.0, Temperature: 24.97178693, Humidity: 79.47557931, pH: 6.842966479, Rainfall: 195.7571622, Plant jute
Nitrogen Content: 61.0, Phosphorous Content: 41.0, Potassium Content: 44.0, Temperature: 24.36972377, Humidity: 82.11319791, pH: 6.537914958, Rainfall: 159.9210934, Plant jute
Nitrogen Content: 61.0, Phosphorous Content: 64.0, Potassium Content: 52.0, Temperature: 43.30204933, Humidity: 92.83405443, pH: 6.641098708, Rainfall: 110.562229, Plant papaya
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 61.0, Phosphorous Content: 53.0, Potassium Content: 43.0, Temperature: 26.40323239, Humidity: 81.05635517, pH: 6.349606327, Rainfall: 223.3671883",rice
"Given the following:
Nitrogen Content: 14.0, Phosphorous Content: 18.0, Potassium Content: 30.0, Temperature: 29.80747243, Humidity: 52.13797867, pH: 5.191265116, Rainfall: 95.74606104, Plant mango
Nitrogen Content: 17.0, Phosphorous Content: 18.0, Potassium Content: 43.0, Temperature: 24.4880844, Humidity: 90.83687246, pH: 5.843005428, Rainfall: 103.1969341, Plant pomegranate
Nitrogen Content: 18.0, Phosphorous Content: 58.0, Potassium Content: 16.0, Temperature: 21.47607807, Humidity: 38.80023714, pH: 4.962661422, Rainfall: 180.382234, Plant pigeonpeas
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 16.0, Phosphorous Content: 55.0, Potassium Content: 19.0, Temperature: 19.54314136, Humidity: 47.19188279, pH: 6.413543781, Rainfall: 192.4372194",pigeonpeas
"Given the following:
Nitrogen Content: 74.0, Phosphorous Content: 43.0, Potassium Content: 23.0, Temperature: 25.95263264, Humidity: 61.89082199, pH: 6.325235159, Rainfall: 99.57981207, Plant maize
Nitrogen Content: 77.0, Phosphorous Content: 55.0, Potassium Content: 43.0, Temperature: 25.49941707, Humidity: 75.99987588, pH: 6.663559451, Rainfall: 193.7141828, Plant jute
Nitrogen Content: 70.0, Phosphorous Content: 54.0, Potassium Content: 46.0, Temperature: 39.73149053, Humidity: 91.12220596, pH: 6.919342407, Rainfall: 122.7628653, Plant papaya
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 74.0, Phosphorous Content: 46.0, Potassium Content: 45.0, Temperature: 25.75734909, Humidity: 88.36668522, pH: 6.025028997, Rainfall: 189.4263485",jute
"Given the following:
Nitrogen Content: 31.0, Phosphorous Content: 26.0, Potassium Content: 9.0, Temperature: 11.69894639, Humidity: 93.25638873, pH: 7.566165721, Rainfall: 103.2005992, Plant orange
Nitrogen Content: 31.0, Phosphorous Content: 53.0, Potassium Content: 16.0, Temperature: 28.7420098, Humidity: 85.81675947, pH: 6.452006451, Rainfall: 48.54598575, Plant mungbean
Nitrogen Content: 27.0, Phosphorous Content: 8.0, Potassium Content: 32.0, Temperature: 27.00648436, Humidity: 96.46168931, pH: 5.627860549, Rainfall: 144.3331315, Plant coconut
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 31.0, Phosphorous Content: 8.0, Potassium Content: 7.0, Temperature: 34.51465139, Humidity: 93.63812684, pH: 7.163245982, Rainfall: 103.5684926",orange
"Given the following:
Nitrogen Content: 110.0, Phosphorous Content: 39.0, Potassium Content: 25.0, Temperature: 22.60612115, Humidity: 77.34264002, pH: 7.208795456, Rainfall: 75.13617229, Plant cotton
Nitrogen Content: 110.0, Phosphorous Content: 21.0, Potassium Content: 54.0, Temperature: 26.73690828, Humidity: 87.82430156, pH: 6.747537642, Rainfall: 47.46447019, Plant watermelon
Nitrogen Content: 110.0, Phosphorous Content: 22.0, Potassium Content: 47.0, Temperature: 29.03157242, Humidity: 91.82172592, pH: 6.243673725, Rainfall: 24.93861254, Plant muskmelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 110.0, Phosphorous Content: 25.0, Potassium Content: 54.0, Temperature: 28.91105641, Humidity: 90.78413842, pH: 6.425930938, Rainfall: 23.44398467",muskmelon
"Given the following:
Nitrogen Content: 120.0, Phosphorous Content: 20.0, Potassium Content: 34.0, Temperature: 23.56960509, Humidity: 50.56339727, pH: 6.906124587, Rainfall: 130.3797119, Plant coffee
Nitrogen Content: 120.0, Phosphorous Content: 48.0, Potassium Content: 16.0, Temperature: 22.46054478, Humidity: 75.40989245, pH: 7.456971816, Rainfall: 71.85436078, Plant cotton
Nitrogen Content: 120.0, Phosphorous Content: 8.0, Potassium Content: 46.0, Temperature: 29.55657523, Humidity: 90.70937262, pH: 6.732834334, Rainfall: 28.36535596, Plant muskmelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 120.0, Phosphorous Content: 60.0, Potassium Content: 15.0, Temperature: 22.31871914, Humidity: 83.86129998, pH: 7.288377241, Rainfall: 65.35747011",cotton
"Given the following:
Nitrogen Content: 93.0, Phosphorous Content: 22.0, Potassium Content: 48.0, Temperature: 29.12533739, Humidity: 91.52291141, pH: 6.776987974, Rainfall: 21.90440445, Plant muskmelon
Nitrogen Content: 94.0, Phosphorous Content: 50.0, Potassium Content: 19.0, Temperature: 23.30355338, Humidity: 73.62548442, pH: 5.873242491, Rainfall: 97.59081274, Plant maize
Nitrogen Content: 93.0, Phosphorous Content: 58.0, Potassium Content: 38.0, Temperature: 20.61521424, Humidity: 83.77345559, pH: 6.932400225, Rainfall: 279.5451717, Plant rice
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 93.0, Phosphorous Content: 20.0, Potassium Content: 50.0, Temperature: 29.93061247, Humidity: 93.22980899, pH: 6.448792689, Rainfall: 24.34814338",muskmelon
"Given the following:
Nitrogen Content: 14.0, Phosphorous Content: 74.0, Potassium Content: 19.0, Temperature: 18.39759147, Humidity: 36.82639309, pH: 6.624966131, Rainfall: 93.12330644, Plant pigeonpeas
Nitrogen Content: 14.0, Phosphorous Content: 75.0, Potassium Content: 24.0, Temperature: 24.54757829, Humidity: 57.3414485, pH: 6.436160044, Rainfall: 118.3606557, Plant pigeonpeas
Nitrogen Content: 14.0, Phosphorous Content: 74.0, Potassium Content: 15.0, Temperature: 27.99990346, Humidity: 65.57653373, pH: 6.493036868, Rainfall: 49.94043064, Plant lentil
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 14.0, Phosphorous Content: 76.0, Potassium Content: 20.0, Temperature: 29.05941162, Humidity: 62.10652364, pH: 7.042474679, Rainfall: 36.5011366",lentil
"Given the following:
Nitrogen Content: 25.0, Phosphorous Content: 35.0, Potassium Content: 20.0, Temperature: 28.90245417, Humidity: 43.35365671, pH: 8.923095695, Rainfall: 71.90018566, Plant mothbeans
Nitrogen Content: 26.0, Phosphorous Content: 51.0, Potassium Content: 25.0, Temperature: 28.76488954, Humidity: 52.62741529, pH: 7.792508068, Rainfall: 55.21606732, Plant mothbeans
Nitrogen Content: 25.0, Phosphorous Content: 65.0, Potassium Content: 21.0, Temperature: 33.86351172, Humidity: 68.59232289, pH: 6.880245789, Rainfall: 69.24464096, Plant blackgram
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 25.0, Phosphorous Content: 51.0, Potassium Content: 24.0, Temperature: 25.5042419, Humidity: 61.66852372, pH: 9.392694614, Rainfall: 65.07981523",mothbeans
"Given the following:
Nitrogen Content: 111.0, Phosphorous Content: 41.0, Potassium Content: 18.0, Temperature: 23.64328417, Humidity: 78.1258666, pH: 6.10539819, Rainfall: 80.96157332, Plant cotton
Nitrogen Content: 111.0, Phosphorous Content: 5.0, Potassium Content: 52.0, Temperature: 29.8843055, Humidity: 94.0371147, pH: 6.135996372, Rainfall: 21.0000988, Plant muskmelon
Nitrogen Content: 111.0, Phosphorous Content: 5.0, Potassium Content: 55.0, Temperature: 26.283443, Humidity: 84.42478917, pH: 6.520663422, Rainfall: 50.78669728, Plant watermelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 111.0, Phosphorous Content: 15.0, Potassium Content: 54.0, Temperature: 27.7058373, Humidity: 92.91185695, pH: 6.194090172, Rainfall: 22.06207161",muskmelon
"Given the following:
Nitrogen Content: 42.0, Phosphorous Content: 79.0, Potassium Content: 23.0, Temperature: 27.71678273, Humidity: 63.29103387, pH: 6.781841984, Rainfall: 68.56507978, Plant blackgram
Nitrogen Content: 80.0, Phosphorous Content: 43.0, Potassium Content: 16.0, Temperature: 23.55882094, Humidity: 71.59351368, pH: 6.657964753, Rainfall: 66.71995467, Plant maize
Nitrogen Content: 82.0, Phosphorous Content: 46.0, Potassium Content: 41.0, Temperature: 23.3250131, Humidity: 79.79609448, pH: 6.581693772, Rainfall: 187.3096148, Plant jute
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 42.0, Phosphorous Content: 79.0, Potassium Content: 85.0, Temperature: 17.22385224, Humidity: 15.82069268, pH: 6.129533877, Rainfall: 76.57580954",chickpea
"Given the following:
Nitrogen Content: 99.0, Phosphorous Content: 54.0, Potassium Content: 37.0, Temperature: 21.14347496, Humidity: 80.33502926, pH: 5.594819626, Rainfall: 198.6730942, Plant rice
Nitrogen Content: 99.0, Phosphorous Content: 55.0, Potassium Content: 35.0, Temperature: 21.7238313, Humidity: 80.2389895, pH: 6.501697816, Rainfall: 277.9626192, Plant rice
Nitrogen Content: 99.0, Phosphorous Content: 38.0, Potassium Content: 21.0, Temperature: 22.88330922, Humidity: 71.59722446, pH: 6.352471866, Rainfall: 67.72777298, Plant maize
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 99.0, Phosphorous Content: 57.0, Potassium Content: 38.0, Temperature: 24.80624984, Humidity: 82.09281674, pH: 6.356295568, Rainfall: 156.3616174",jute
"Given the following:
Nitrogen Content: 30.0, Phosphorous Content: 75.0, Potassium Content: 81.0, Temperature: 19.41789736, Humidity: 16.80472243, pH: 6.408437886, Rainfall: 68.4951189, Plant chickpea
Nitrogen Content: 30.0, Phosphorous Content: 37.0, Potassium Content: 25.0, Temperature: 29.89129144, Humidity: 80.14487166, pH: 7.120032489, Rainfall: 54.7960127, Plant mungbean
Nitrogen Content: 34.0, Phosphorous Content: 60.0, Potassium Content: 25.0, Temperature: 29.78416743, Humidity: 85.16906976, pH: 6.79385576, Rainfall: 40.77872823, Plant mungbean
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 30.0, Phosphorous Content: 75.0, Potassium Content: 25.0, Temperature: 30.33276599, Humidity: 42.35249879, pH: 6.446091759, Rainfall: 149.299952",pigeonpeas
"Given the following:
Nitrogen Content: 65.0, Phosphorous Content: 60.0, Potassium Content: 22.0, Temperature: 25.36768364, Humidity: 72.52054555, pH: 6.606984086, Rainfall: 107.9124111, Plant maize
Nitrogen Content: 60.0, Phosphorous Content: 57.0, Potassium Content: 24.0, Temperature: 18.66116213, Humidity: 61.55327249, pH: 6.121294041, Rainfall: 75.03247667, Plant maize
Nitrogen Content: 60.0, Phosphorous Content: 55.0, Potassium Content: 44.0, Temperature: 23.00445915, Humidity: 82.3207629, pH: 7.840207144, Rainfall: 263.9642476, Plant rice
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 60.0, Phosphorous Content: 46.0, Potassium Content: 22.0, Temperature: 24.89364635, Humidity: 65.61418761, pH: 6.625404348, Rainfall: 87.9298085",maize
"Given the following:
Nitrogen Content: 25.0, Phosphorous Content: 65.0, Potassium Content: 21.0, Temperature: 33.86351172, Humidity: 68.59232289, pH: 6.880245789, Rainfall: 69.24464096, Plant blackgram
Nitrogen Content: 20.0, Phosphorous Content: 60.0, Potassium Content: 25.0, Temperature: 27.3254209, Humidity: 69.09047809, pH: 6.726469088, Rainfall: 61.19250859, Plant blackgram
Nitrogen Content: 25.0, Phosphorous Content: 59.0, Potassium Content: 19.0, Temperature: 29.06631494, Humidity: 83.6869203, pH: 6.626629798, Rainfall: 43.95183726, Plant mungbean
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 25.0, Phosphorous Content: 60.0, Potassium Content: 22.0, Temperature: 21.63149148, Humidity: 21.17919701, pH: 5.887263027, Rainfall: 134.3649948",kidneybeans
"Given the following:
Nitrogen Content: 98.0, Phosphorous Content: 8.0, Potassium Content: 51.0, Temperature: 26.1793464, Humidity: 86.52258079, pH: 6.25933595, Rainfall: 49.43050977, Plant watermelon
Nitrogen Content: 98.0, Phosphorous Content: 25.0, Potassium Content: 52.0, Temperature: 25.2801372, Humidity: 83.15393658, pH: 6.224066378, Rainfall: 49.29456609, Plant watermelon
Nitrogen Content: 18.0, Phosphorous Content: 9.0, Potassium Content: 40.0, Temperature: 19.44623085, Humidity: 89.02127045, pH: 5.627186257, Rainfall: 106.1606833, Plant pomegranate
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 98.0, Phosphorous Content: 18.0, Potassium Content: 27.0, Temperature: 27.56088634, Humidity: 68.49299897, pH: 6.516312148, Rainfall: 167.4358075",coffee
"Given the following:
Nitrogen Content: 95.0, Phosphorous Content: 23.0, Potassium Content: 45.0, Temperature: 27.82424457, Humidity: 90.56698742, pH: 6.266208727, Rainfall: 21.19014526, Plant muskmelon
Nitrogen Content: 95.0, Phosphorous Content: 75.0, Potassium Content: 50.0, Temperature: 28.08166093, Humidity: 75.26429821, pH: 5.623615687, Rainfall: 118.2761894, Plant banana
Nitrogen Content: 95.0, Phosphorous Content: 82.0, Potassium Content: 48.0, Temperature: 27.39489579, Humidity: 83.31172003, pH: 5.719014989, Rainfall: 92.78133617, Plant banana
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 95.0, Phosphorous Content: 39.0, Potassium Content: 36.0, Temperature: 23.86330467, Humidity: 83.15250801, pH: 5.561398642, Rainfall: 285.2493645",rice
"Given the following:
Nitrogen Content: 91.0, Phosphorous Content: 35.0, Potassium Content: 39.0, Temperature: 23.79391957, Humidity: 80.41817957, pH: 6.970859754, Rainfall: 206.2611855, Plant rice
Nitrogen Content: 91.0, Phosphorous Content: 36.0, Potassium Content: 45.0, Temperature: 24.44345477, Humidity: 82.45432595, pH: 5.950647577, Rainfall: 267.9761948, Plant rice
Nitrogen Content: 88.0, Phosphorous Content: 35.0, Potassium Content: 35.0, Temperature: 27.55906475, Humidity: 58.45742907, pH: 6.784460602, Rainfall: 117.9389993, Plant coffee
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 91.0, Phosphorous Content: 35.0, Potassium Content: 38.0, Temperature: 24.8972823, Humidity: 80.52586088, pH: 6.13428721, Rainfall: 183.6793207",rice
"Given the following:
Nitrogen Content: 17.0, Phosphorous Content: 73.0, Potassium Content: 18.0, Temperature: 19.50112224, Humidity: 34.51086611, pH: 5.632353113, Rainfall: 197.3752649, Plant pigeonpeas
Nitrogen Content: 21.0, Phosphorous Content: 17.0, Potassium Content: 15.0, Temperature: 23.98289638, Humidity: 91.5473145, pH: 7.455991072, Rainfall: 118.4901697, Plant orange
Nitrogen Content: 88.0, Phosphorous Content: 17.0, Potassium Content: 52.0, Temperature: 29.90415889, Humidity: 90.75284363, pH: 6.646962425, Rainfall: 25.37828397, Plant muskmelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 17.0, Phosphorous Content: 77.0, Potassium Content: 24.0, Temperature: 20.76952209, Humidity: 18.93146941, pH: 5.568456899, Rainfall: 109.0193712",kidneybeans
"Given the following:
Nitrogen Content: 12.0, Phosphorous Content: 6.0, Potassium Content: 8.0, Temperature: 30.84835031, Humidity: 92.86773675, pH: 6.388617138, Rainfall: 107.4142681, Plant orange
Nitrogen Content: 12.0, Phosphorous Content: 20.0, Potassium Content: 39.0, Temperature: 19.86173586, Humidity: 86.19740917, pH: 6.026999326, Rainfall: 111.0217929, Plant pomegranate
Nitrogen Content: 7.0, Phosphorous Content: 20.0, Potassium Content: 12.0, Temperature: 16.53460397, Humidity: 94.76759975, pH: 6.475275337, Rainfall: 110.0447896, Plant orange
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 12.0, Phosphorous Content: 8.0, Potassium Content: 10.0, Temperature: 16.14820285, Humidity: 91.4448027, pH: 7.995848977, Rainfall: 107.4287664",orange
